       0.0000000
-0.00000, 27.5637
-1.00000, 27.5637
-2.00000, 27.5657
-3.00000, 27.5706
-4.00000, 27.5755
-5.00000, 27.5808
-6.00000, 27.5900
-7.00000, 27.5991
-8.00000, 27.6083
-9.00000, 27.6184
-10.0000, 27.6315
-11.0000, 27.6447
-12.0000, 27.6578
-13.0000, 27.6709
-14.0000, 27.6850
-15.0000, 27.6996
-16.0000, 27.7142
-17.0000, 27.7288
-18.0000, 27.7434
-19.0000, 27.7580
-20.0000, 27.7725
-21.0000, 27.7871
-22.0000, 27.8016
-23.0000, 27.8161
-24.0000, 27.8306
-25.0000, 27.8451
-26.0000, 27.8592
-27.0000, 27.8709
-28.0000, 27.8826
-29.0000, 27.8942
-30.0000, 27.9059
-31.0000, 27.9176
-32.0000, 27.9293
-33.0000, 27.9410
-34.0000, 27.9527
-35.0000, 27.9619
-36.0000, 27.9704
-37.0000, 27.9789
-38.0000, 27.9874
-39.0000, 27.9958
-40.0000, 28.0043
-41.0000, 28.0128
-42.0000, 28.0213
-43.0000, 28.0298
-44.0000, 28.0383
-45.0000, 28.0457
-46.0000, 28.0523
-47.0000, 28.0589
-48.0000, 28.0655
-49.0000, 28.0721
-50.0000, 28.0787
-51.0000, 28.0853
-52.0000, 28.0919
-53.0000, 28.0985
-54.0000, 28.1051
-55.0000, 28.1117
-56.0000, 28.1183
-57.0000, 28.1246
-58.0000, 28.1306
-59.0000, 28.1365
-60.0000, 28.1425
-61.0000, 28.1484
-62.0000, 28.1544
-63.0000, 28.1603
-64.0000, 28.1663
-65.0000, 28.1722
-66.0000, 28.1782
-67.0000, 28.1841
-68.0000, 28.1901
-69.0000, 28.1960
-70.0000, 28.2020
-71.0000, 28.2078
-72.0000, 28.2134
-73.0000, 28.2191
-74.0000, 28.2247
-75.0000, 28.2303
-76.0000, 28.2359
-77.0000, 28.2415
-78.0000, 28.2471
-79.0000, 28.2528
-80.0000, 28.2584
-81.0000, 28.2640
-82.0000, 28.2696
-83.0000, 28.2752
-84.0000, 28.2808
-85.0000, 28.2864
-86.0000, 28.2921
-87.0000, 28.2976
-88.0000, 28.3032
-89.0000, 28.3087
-90.0000, 28.3142
-91.0000, 28.3197
-92.0000, 28.3252
-93.0000, 28.3307
-94.0000, 28.3363
-95.0000, 28.3418
-96.0000, 28.3473
-97.0000, 28.3528
-98.0000, 28.3583
-99.0000, 28.3638
-100.000, 28.3694
-101.000, 28.3749
-102.000, 28.3804
-103.000, 28.3859
-104.000, 28.3914
-105.000, 28.3969
-106.000, 28.4023
-107.000, 28.4077
-108.000, 28.4132
-109.000, 28.4186
-110.000, 28.4241
-111.000, 28.4295
-112.000, 28.4350
-113.000, 28.4404
-114.000, 28.4459
-115.000, 28.4513
-116.000, 28.4568
-117.000, 28.4622
-118.000, 28.4676
-119.000, 28.4731
-120.000, 28.4785
-121.000, 28.4840
-122.000, 28.4895
-123.000, 28.4950
-124.000, 28.5005
-125.000, 28.5060
-126.000, 28.5115
-127.000, 28.5170
-128.000, 28.5225
-129.000, 28.5280
-130.000, 28.5336
-131.000, 28.5391
-132.000, 28.5446
-133.000, 28.5501
-134.000, 28.5556
-135.000, 28.5611
-136.000, 28.5666
-137.000, 28.5721
-138.000, 28.5776
-139.000, 28.5832
-140.000, 28.5887
-141.000, 28.5942
-142.000, 28.5997
-143.000, 28.6052
-144.000, 28.6107
-145.000, 28.6162
-146.000, 28.6218
-147.000, 28.6273
-148.000, 28.6328
-149.000, 28.6383
-150.000, 28.6438
-151.000, 28.6493
-152.000, 28.6548
-153.000, 28.6604
-154.000, 28.6659
-155.000, 28.6714
-156.000, 28.6769
-157.000, 28.6823
-158.000, 28.6878
-159.000, 28.6932
-160.000, 28.6987
-161.000, 28.7042
-162.000, 28.7096
-163.000, 28.7151
-164.000, 28.7206
-165.000, 28.7260
-166.000, 28.7315
-167.000, 28.7370
-168.000, 28.7424
-169.000, 28.7479
-170.000, 28.7532
-171.000, 28.7583
-172.000, 28.7633
-173.000, 28.7684
-174.000, 28.7735
-175.000, 28.7786
-176.000, 28.7836
-177.000, 28.7887
-178.000, 28.7938
-179.000, 28.7988
-180.000, 28.8039
-181.000, 28.8090
-182.000, 28.8140
-183.000, 28.8190
-184.000, 28.8238
-185.000, 28.8286
-186.000, 28.8335
-187.000, 28.8383
-188.000, 28.8431
-189.000, 28.8480
-190.000, 28.8528
-191.000, 28.8576
-192.000, 28.8625
-193.000, 28.8673
-194.000, 28.8721
-195.000, 28.8769
-196.000, 28.8817
-197.000, 28.8865
-198.000, 28.8913
-199.000, 28.8961
-200.000, 28.9009
-201.000, 28.9057
-202.000, 28.9105
-203.000, 28.9153
-204.000, 28.9201
-205.000, 28.9249
-206.000, 28.9297
-207.000, 28.9345
-208.000, 28.9393
-209.000, 28.9441
-210.000, 28.9489
-211.000, 28.9537
-212.000, 28.9585
-213.000, 28.9633
-214.000, 28.9681
-215.000, 28.9729
-216.000, 28.9777
-217.000, 28.9825
-218.000, 28.9873
-219.000, 28.9921
-220.000, 28.9969
-221.000, 29.0017
-222.000, 29.0065
-223.000, 29.0113
-224.000, 29.0161
-225.000, 29.0209
-226.000, 29.0257
-227.000, 29.0305
